"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"FF","2023-05-21","95","-1.23","6.96","Verlander, Justin",595956,434378,"strikeout","called_strike",,,,,6,"Cam Gallagher called out on strikes.","R","R","R","NYM","CLE","S",2,,1,2,2023,"-0.82","1.85","0.74","2.48",,,,0,3,"Top",,,,,682626,,,6.951490521115542,-137.77084000112907,-10.095090435815095,-12.02255020707198,32.67636448546198,-6.494815462906698,"3.32","1.63",,,,"94.2",2519,"6.2",718082,434378,682626,624413,643446,683146,596019,502054,607043,592192,"54.33",,,"0",1,0,0,,16,4,"4-Seam Fastball",0,1,1,0,1,0,1,0,"Standard","Standard",202,"0.021","-0.171"
"CU","2023-05-21","79.8","-1.37","6.91","Verlander, Justin",595956,434378,,"ball",,,,,13,"Cam Gallagher called out on strikes.","R","R","R","NYM","CLE","B",,,0,2,2023,"0.39","-0.63","-0.13","0.75",,,,0,3,"Top",,,,,682626,,,2.0028573852995515,-116.09169658080445,-5.57614575091524,3.094104166269483,22.74532829525905,-36.999620091373544,"3.29","1.65",,,,"79.3",2762,"6",718082,434378,682626,624413,643446,683146,596019,502054,607043,592192,"54.47",,,,,,,,16,3,"Curveball",0,1,1,0,1,0,1,0,"Standard","Standard",42,"0","0.021"
"FF","2023-05-21","94.3","-1.19","7.08","Verlander, Justin",595956,434378,,"swinging_strike",,,,,1,"Cam Gallagher called out on strikes.","R","R","R","NYM","CLE","S",,,0,1,2023,"-0.74","1.79","-0.31","3.07",,,,0,3,"Top",,,,,682626,,,3.9127082410513907,-137.02021731295372,-8.583361017674111,-10.254994904528283,33.24468559101259,-7.888771098243945,"3.39","1.63",,,,"93.3",2465,"6",718082,434378,682626,624413,643446,683146,596019,502054,607043,592192,"54.51",,,,,,,,16,2,"4-Seam Fastball",0,1,1,0,1,0,1,0,"Standard","Standard",202,"0","-0.048"
"FF","2023-05-21","94.5","-1.28","7.04","Verlander, Justin",595956,434378,,"called_strike",,,,,4,"Cam Gallagher called out on strikes.","R","R","R","NYM","CLE","S",,,0,0,2023,"-0.6","1.76","-0.31","2.78",,,,0,3,"Top",,,,,682626,,,3.8406450822260045,-137.34384225064113,-9.25043635931492,-8.451320479624515,31.880880416059814,-8.068242350808992,"3.49","1.68",,,,"93.9",2390,"6.1",718082,434378,682626,624413,643446,683146,596019,502054,607043,592192,"54.41",,,,,,,,16,1,"4-Seam Fastball",0,1,1,0,1,0,1,0,"Standard","Standard",201,"0","-0.038"
"SL","2023-05-21","88","-1.53","7.01","Verlander, Justin",664702,434378,"field_out","hit_into_play",,,,,14,"Myles Straw grounds out, shortstop Francisco Lindor to first baseman Pete Alonso.","R","R","R","NYM","CLE","X",6,"ground_ball",3,2,2023,"0.11","0.67","0.34","1.39",,,672356,2,2,"Top",114.48,152.68,,,682626,,,4.294088879344231,-127.86187857333623,-8.798089317916862,0.20137966735541937,28.41302576402003,-23.15667171170916,"3.28","1.52",,,,"87.2",2507,"6",718082,434378,682626,624413,643446,683146,596019,502054,607043,592192,"54.46",,,"0",,0,0,,12,6,"Slider",0,1,1,0,1,0,1,0,"Standard","Standard",186,"0.022","-0.244"
"SL","2023-05-21","86.5","-1.6","6.92","Verlander, Justin",664702,434378,,"ball",,,,,14,"Myles Straw grounds out, shortstop Francisco Lindor to first baseman Pete Alonso.","R","R","R","NYM","CLE","B",,,2,2,2023,"0.24","0.12","1.02","1.06",,,672356,2,2,"Top",,,,,682626,,,5.7352771168740775,-125.65609978556778,-7.924204625765116,1.3217861443370515,27.221806576072854,-29.423518331141644,"3.35","1.6",,,,"86.1",2455,"6.3",718082,434378,682626,624413,643446,683146,596019,502054,607043,592192,"54.23",,,,,,,,12,5,"Slider",0,1,1,0,1,0,1,0,"Standard","Standard",163,"0","0.047"
"CU","2023-05-21","79.8","-1.8","6.76","Verlander, Justin",664702,434378,,"ball",,,,,14,"Myles Straw grounds out, shortstop Francisco Lindor to first baseman Pete Alonso.","R","R","R","NYM","CLE","B",,,1,2,2023,"0.52","-0.88","0.82","1.24",,,672356,2,2,"Top",,,,,682626,,,4.764127898412254,-116.07397594906885,-3.658825221804705,3.6470675714179728,24.32280897203416,-39.55311544064931,"3.38","1.6",,,,"79.1",2597,"6.1",718082,434378,682626,624413,643446,683146,596019,502054,607043,592192,"54.43",,,,,,,,12,4,"Curveball",0,1,1,0,1,0,1,0,"Standard","Standard",44,"0","0.025"
"SL","2023-05-21","88.5","-1.63","7.07","Verlander, Justin",664702,434378,,"foul",,,,,1,"Myles Straw grounds out, shortstop Francisco Lindor to first baseman Pete Alonso.","R","R","R","NYM","CLE","S",,,1,1,2023,"0.05","0.64","-0.7","2.88",,,672356,2,2,"Top",,,,,682626,,,2.1402743239170774,-128.75423921885812,-5.411462976087635,0.11910892772744434,28.77788391735178,-24.16510141100204,"3.28","1.52",171,"66.2",37,"87.7",2340,"6",718082,434378,682626,624413,643446,683146,596019,502054,607043,592192,"54.54",,,,,,,,12,3,"Slider",0,1,1,0,1,0,1,0,"Strategic","Standard",185,"0","-0.051"
"SL","2023-05-21","88.9","-1.67","7.13","Verlander, Justin",664702,434378,,"called_strike",,,,,9,"Myles Straw grounds out, shortstop Francisco Lindor to first baseman Pete Alonso.","R","R","R","NYM","CLE","S",,,1,0,2023,"0.08","0.77","0.82","1.82",,,672356,2,2,"Top",,,,,682626,,,5.88307397524249,-129.11222477228938,-8.440918709090397,-0.4482131592382358,28.991925678315226,-21.884086914146174,"3.38","1.6",,,,"87.8",2398,"5.9",718082,434378,682626,624413,643446,683146,596019,502054,607043,592192,"54.59",,,,,,,,12,2,"Slider",0,1,1,0,1,0,1,0,"Standard","Standard",188,"0","-0.042"
"FF","2023-05-21","93.5","-1.62","6.97","Verlander, Justin",664702,434378,,"ball",,,,,12,"Myles Straw grounds out, shortstop Francisco Lindor to first baseman Pete Alonso.","R","R","R","NYM","CLE","B",,,0,0,2023,"-0.68","1.54","0.1","4.26",,,672356,2,2,"Top",,,,,682626,,,5.902077357090499,-136.03170675456244,-4.601896987608843,-9.777167111766959,30.222718144909372,-12.248088333717103,"3.38","1.57",,,,"92.9",2307,"6",718082,434378,682626,624413,643446,683146,596019,502054,607043,592192,"54.51",,,,,,,,12,1,"4-Seam Fastball",0,1,1,0,1,0,1,0,"Strategic","Standard",206,"0","0.024"
"FF","2023-05-21","93.2","-1.45","7.12","Verlander, Justin",686823,434378,"field_out","hit_into_play",,,,,3,"Will Brennan flies out to left fielder Tommy Pham.","R","L","R","NYM","CLE","X",7,"fly_ball",1,0,2023,"-0.79","1.6","0.39","2.91",,,672356,1,2,"Top",51.76,101.65,,,682626,,,6.402324594086753,-135.2534925555428,-8.396902417839527,-11.1581223749512,34.28657246160645,-10.794168029759891,"3.34","1.54",303,"86.4",40,"91.8",2333,"6",718082,434378,682626,624413,643446,683146,596019,502054,607043,592192,"54.51",0.011,0.014,"0",1,0,0,3,11,2,"4-Seam Fastball",0,1,1,0,1,0,1,0,"Strategic","Standard",206,"0.026","-0.352"
"FF","2023-05-21","93.6","-1.73","7.06","Verlander, Justin",686823,434378,,"ball",,,,,12,"Will Brennan flies out to left fielder Tommy Pham.","R","L","R","NYM","CLE","B",,,0,0,2023,"-0.79","1.56","0.65","5.53",,,672356,1,2,"Top",,,,,682626,,,7.82378153907721,-136.0254032021197,-1.5986502967950635,-11.579127373137856,31.42525227026202,-12.776117574986149,"3.43","1.6",,,,"92.7",2359,"5.9",718082,434378,682626,624413,643446,683146,596019,502054,607043,592192,"54.56",,,,,,,,11,1,"4-Seam Fastball",0,1,1,0,1,0,1,0,"Strategic","Standard",208,"0","0.043"
"CU","2023-05-21","78.4","-1.51","6.91","Verlander, Justin",672356,434378,"single","hit_into_play",,,,,4,"Gabriel Arias singles on a line drive to left fielder Tommy Pham.","R","R","R","NYM","CLE","X",7,"line_drive",1,1,2023,"0.48","-1.22","-0.67","2.32",,,,1,2,"Top",78.28,108.52,,,682626,,,0.9369402161406329,-114.24908614119985,-0.8535886661626334,3.9829415818913496,21.36410475147664,-42.86545127674714,"3.39","1.53",208,"91.4",17,"77.8",2546,"5.8",718082,434378,682626,624413,643446,683146,596019,502054,607043,592192,"54.67",0.72,0.655,"0.9",1,1,0,4,10,3,"Curveball",0,1,1,0,1,0,1,0,"Standard","Standard",46,"-0.023","0.274"
"FF","2023-05-21","95.4","-1.38","6.9","Verlander, Justin",672356,434378,,"ball",,,,,12,"Gabriel Arias singles on a line drive to left fielder Tommy Pham.","R","R","R","NYM","CLE","B",,,0,1,2023,"-0.54","1.59","1.19","3.89",,,,1,2,"Top",,,,,682626,,,7.93184394438939,-138.6215767334733,-5.764966267019206,-8.887913516970082,33.78161684469493,-10.616828400285712,"3.32","1.57",,,,"94.4",2409,"6",718082,434378,682626,624413,643446,683146,596019,502054,607043,592192,"54.51",,,,,,,,10,2,"4-Seam Fastball",0,1,1,0,1,0,1,0,"Standard","Standard",207,"0","0.02"
"CU","2023-05-21","79.9","-1.6","6.9","Verlander, Justin",672356,434378,,"foul",,,,,6,"Gabriel Arias singles on a line drive to left fielder Tommy Pham.","R","R","R","NYM","CLE","S",,,0,0,2023,"0.69","-1.14","0.42","2.15",,,,1,2,"Top",,,,,682626,,,3.129097383971464,-116.34650430417553,-1.5243097996598167,5.580548581668304,24.66170851338162,-42.332280787207246,"3.39","1.53",2,"64",-52,"79.1",2820,"6",718082,434378,682626,624413,643446,683146,596019,502054,607043,592192,"54.52",,,,,,,,10,1,"Curveball",0,1,1,0,1,0,1,0,"Standard","Standard",44,"0","-0.027"
"FF","2023-05-21","93.3","-1.38","7.07","Verlander, Justin",665926,434378,"field_out","hit_into_play",,,,,13,"Andres Gimenez lines out to left fielder Tommy Pham.","R","L","R","NYM","CLE","X",7,"line_drive",1,0,2023,"-0.87","1.7","-1.01","2.04",,,,0,2,"Top",61.53,93.57,,,682626,,,2.829602397710807,-135.35530494279644,-10.730156998501155,-11.238571323146799,32.13672668271025,-9.07216866648619,"3.12","1.45",306,"91.3",21,"92.2",2417,"6",718082,434378,682626,624413,643446,683146,596019,502054,607043,592192,"54.5",0.291,0.29,"0",1,0,0,3,9,2,"4-Seam Fastball",0,1,1,0,1,0,1,0,"Standard","Standard",203,"0.02","-0.272"
"FF","2023-05-21","92.4","-1.35","7.13","Verlander, Justin",665926,434378,,"ball",,,,,11,"Andres Gimenez lines out to left fielder Tommy Pham.","R","L","R","NYM","CLE","B",,,0,0,2023,"-0.72","1.67","-0.81","3.66",,,,0,2,"Top",,,,,682626,,,2.908486513287053,-134.36566643771368,-6.568310694614166,-9.328473394901687,32.107730295903735,-10.742677345596885,"3.23","1.54",,,,"91.2",2393,"5.9",718082,434378,682626,624413,643446,683146,596019,502054,607043,592192,"54.65",,,,,,,,9,1,"4-Seam Fastball",0,1,1,0,1,0,1,0,"Strategic","Standard",201,"0","0.037"
"FF","2023-05-21","93.6","-1.3","7.1","Verlander, Justin",647304,434378,"field_out","hit_into_play",,,,,4,"Josh Naylor grounds out, second baseman Jeff McNeil to first baseman Pete Alonso.","R","L","R","NYM","CLE","X",4,"ground_ball",2,0,2023,"-0.79","1.71","-0.3","2.45",,,,2,1,"Top",144.78,146.62,,,682626,,,4.274040437460063,-135.86177122474905,-9.901624254437127,-10.694721432854765,31.043411638263716,-9.036456692379911,"3.11","1.47",27,"107.5",-4,"92.7",2365,"6",718082,434378,682626,624413,643446,683146,596019,502054,607043,592192,"54.51",0.457,0.42,"0",1,0,0,4,4,3,"4-Seam Fastball",0,1,1,0,1,0,1,0,"Strategic","Standard",207,"0.009","-0.146"
"CU","2023-05-21","79","-1.59","7.07","Verlander, Justin",647304,434378,,"ball",,,,,14,"Josh Naylor grounds out, second baseman Jeff McNeil to first baseman Pete Alonso.","R","L","R","NYM","CLE","B",,,1,0,2023,"0.53","-0.94","0.66","0.34",,,,2,1,"Top",,,,,682626,,,3.89609676833816,-114.89701563088441,-5.962187321898066,3.8257786538931513,24.01219284831448,-39.42660785617444,"3.15","1.51",,,,"77.9",2810,"5.8",718082,434378,682626,624413,643446,683146,596019,502054,607043,592192,"54.65",,,,,,,,4,2,"Curveball",0,1,1,0,1,0,1,0,"Strategic","Standard",48,"0","0.022"
"CU","2023-05-21","78.2","-1.55","7.14","Verlander, Justin",647304,434378,,"ball",,,,,14,"Josh Naylor grounds out, second baseman Jeff McNeil to first baseman Pete Alonso.","R","L","R","NYM","CLE","B",,,0,0,2023,"0.62","-1.02","0.33","1.32",,,,2,1,"Top",,,,,682626,,,2.8873939261286656,-113.84158748026636,-3.6749159591660687,4.722475640041191,24.061890156813742,-40.44218387544946,"3.23","1.54",,,,"77.1",2747,"5.8",718082,434378,682626,624413,643446,683146,596019,502054,607043,592192,"54.68",,,,,,,,4,1,"Curveball",0,1,1,0,1,0,1,0,"Strategic","Standard",31,"0","0.019"
"FF","2023-05-21","94.8","-1.14","7.08","Verlander, Justin",608070,434378,"home_run","hit_into_play",,,,,3,"Jose Ramirez homers (6) on a fly ball to right field.","R","L","R","NYM","CLE","X",,"fly_ball",2,1,2023,"-0.83","1.69","0.41","2.77",,,,2,1,"Top",238.85,71.41,,,682626,,,5.850378137142607,-137.64530124615342,-9.267250975165938,-11.840603139344987,33.50968926188054,-8.751326735304582,"3.3","1.54",418,"106.9",29,"93.8",2407,"6",718082,434378,682626,624413,643446,683146,596019,502054,607043,592192,"54.48",0.969,1.963,"2",1,0,3,6,3,4,"4-Seam Fastball",0,0,0,0,1,0,1,0,"Strategic","Standard",209,"-0.104","0.982"
"FF","2023-05-21","94.5","-1.32","7.05","Verlander, Justin",608070,434378,,"foul",,,,,6,"Jose Ramirez homers (6) on a fly ball to right field.","R","L","R","NYM","CLE","S",,,2,0,2023,"-1.07","1.56","0.41","2.24",,,,2,1,"Top",,,,,682626,,,6.836307879745648,-137.07451734148137,-10.162035872596102,-15.019631279058412,32.818371858182466,-10.325017537668597,"3.3","1.54",153,"79.7",77,"93.4",2500,"6",718082,434378,682626,624413,643446,683146,596019,502054,607043,592192,"54.49",,,,,,,,3,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Strategic","Standard",203,"0","-0.022"
"CH","2023-05-21","83.8","-1.65","7.05","Verlander, Justin",608070,434378,,"ball",,,,,13,"Jose Ramirez homers (6) on a fly ball to right field.","R","L","R","NYM","CLE","B",,,1,0,2023,"-1.57","0.9","-1.45","1.43",,,,2,1,"Top",,,,,682626,,,3.546170130599188,-121.77573335549594,-8.243774111035988,-16.355923990220564,24.523327104177227,-21.76059484660316,"3.35","1.51",,,,"82.9",1653,"5.8",718082,434378,682626,624413,643446,683146,596019,502054,607043,592192,"54.69",,,,,,,,3,2,"Changeup",0,0,0,0,0,0,0,0,"Strategic","Standard",225,"0","0.022"
"FF","2023-05-21","94.5","-1.33","7.17","Verlander, Justin",608070,434378,,"ball",,,,,11,"Jose Ramirez homers (6) on a fly ball to right field.","R","L","R","NYM","CLE","B",,,0,0,2023,"-0.89","1.8","-1.29","2.62",,,,2,1,"Top",,,,,682626,,,2.060407130305983,-137.1539265563445,-9.998496701027438,-11.614095086074304,33.90756001914787,-7.382775920337043,"3.41","1.54",,,,"93.3",2387,"6",718082,434378,682626,624413,643446,683146,596019,502054,607043,592192,"54.52",,,,,,,,3,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Strategic","Standard",200,"0","0.019"
"SL","2023-05-21","88.6","-1.48","7.01","Verlander, Justin",642708,434378,"field_out","hit_into_play",,,,,14,"Amed Rosario grounds out, third baseman Brett Baty to first baseman Pete Alonso.","R","R","R","NYM","CLE","X",5,"ground_ball",1,2,2023,"0.2","0.42","0.39","1.17",,,,1,1,"Top",95.82,159.17,,,682626,,,4.134130845638648,-128.75821523909872,-9.015206073351179,1.3449800265879308,27.131490283534877,-25.81305080255934,"3.13","1.5",1,"64.6",-42,"88",2474,"6",718082,434378,682626,624413,643446,683146,596019,502054,607043,592192,"54.47",0.171,0.163,"0",1,0,0,2,2,4,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",174,"0.015","-0.119"
"SL","2023-05-21","88.4","-1.4","7.01","Verlander, Justin",642708,434378,,"ball",,,,,14,"Amed Rosario grounds out, third baseman Brett Baty to first baseman Pete Alonso.","R","R","R","NYM","CLE","B",,,0,2,2023,"0.63","0.53","0.89","0.07",,,,1,1,"Top",,,,,682626,,,4.226277600579546,-128.23641588044532,-11.821117033652934,6.056812716357052,27.01739300012931,-24.013163995482394,"3.18","1.57",,,,"87.7",2422,"6.1",718082,434378,682626,624413,643446,683146,596019,502054,607043,592192,"54.44",,,,,,,,2,3,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",187,"0","0.013"
"FF","2023-05-21","92.6","-1.38","7.18","Verlander, Justin",642708,434378,,"foul",,,,,11,"Amed Rosario grounds out, third baseman Brett Baty to first baseman Pete Alonso.","R","R","R","NYM","CLE","S",,,0,1,2023,"-0.65","1.66","-1.02","3.53",,,,1,1,"Top",,,,,682626,,,2.316662144902031,-134.58119124489278,-6.975974338575385,-8.39778094337897,33.43167621998164,-10.759137938446134,"3.13","1.5",2,"45.2",-56,"91.4",2387,"6",718082,434378,682626,624413,643446,683146,596019,502054,607043,592192,"54.54",,,,,,,,2,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",199,"0","-0.037"
"CU","2023-05-21","76.9","-1.69","7.12","Verlander, Justin",642708,434378,,"foul",,,,,2,"Amed Rosario grounds out, third baseman Brett Baty to first baseman Pete Alonso.","R","R","R","NYM","CLE","S",,,0,0,2023,"0.77","-0.78","0.05","3.01",,,,1,1,"Top",,,,,682626,,,2.2705011693516672,-111.85628489502126,-0.1641826986121786,5.8583917534173375,24.374135242009107,-38.82302758291606,"3.13","1.5",137,"63.2",20,"75.7",2638,"5.9",718082,434378,682626,624413,643446,683146,596019,502054,607043,592192,"54.61",,,,,,,,2,1,"Curveball",0,0,0,0,0,0,0,0,"Standard","Standard",39,"0","-0.027"
"CU","2023-05-21","79.3","-1.45","7.1","Verlander, Justin",680757,434378,"field_out","hit_into_play",,,,,1,"Steven Kwan lines out to center fielder Brandon Nimmo.","R","L","R","NYM","CLE","X",8,"line_drive",1,2,2023,"0.22","-0.91","-0.71","2.66",,,,0,1,"Top",114.39,90.09,,,682626,,,1.184919929083065,-115.44067159610313,-1.133654982958716,1.722891333058311,25.279072891413367,-40.192730740352616,"3.18","1.46",274,"88.6",18,"77.9",2624,"5.7",718082,434378,682626,624413,643446,683146,596019,502054,607043,592192,"54.79",0.714,0.661,"0",1,0,0,4,1,4,"Curveball",0,0,0,0,0,0,0,0,"Strategic","Standard",48,"0.022","-0.171"
"FF","2023-05-21","93.9","-1.36","7.13","Verlander, Justin",680757,434378,,"foul",,,,,2,"Steven Kwan lines out to center fielder Brandon Nimmo.","R","L","R","NYM","CLE","S",,,1,1,2023,"-0.64","2.04","-0.1","3.15",,,,0,1,"Top",,,,,682626,,,4.62729574156371,-136.36133397551131,-8.964319648452413,-9.086811296792682,32.576818273071254,-4.925162210300901,"3.18","1.46",171,"74.5",66,"92.8",2462,"5.9",718082,434378,682626,624413,643446,683146,596019,502054,607043,592192,"54.55",,,,,,,,1,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",205,"0","-0.053"
"FF","2023-05-21","93.5","-1.45","7.15","Verlander, Justin",680757,434378,,"ball",,,,,11,"Steven Kwan lines out to center fielder Brandon Nimmo.","R","L","R","NYM","CLE","B",,,0,1,2023,"-0.83","2.04","-1.34","3.53",,,,0,1,"Top",,,,,682626,,,2.099521242720626,-135.85313820963808,-7.9224469310826695,-10.693857559013933,32.665210050719594,-5.4475508979197595,"3.3","1.58",,,,"92.2",2434,"5.8",718082,434378,682626,624413,643446,683146,596019,502054,607043,592192,"54.66",,,,,,,,1,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",204,"0","0.027"
"FF","2023-05-21","93.1","-1.46","7.13","Verlander, Justin",680757,434378,,"called_strike",,,,,2,"Steven Kwan lines out to center fielder Brandon Nimmo.","R","L","R","NYM","CLE","S",,,0,0,2023,"-0.73","2.04","-0.2","3.19",,,,0,1,"Top",,,,,682626,,,4.804935248739323,-135.24699178042414,-8.706901672830037,-10.088112722549358,32.04479051164874,-5.382905320069112,"3.33","1.52",,,,"91.9",2418,"5.9",718082,434378,682626,624413,643446,683146,596019,502054,607043,592192,"54.62",,,,,,,,1,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",203,"0","-0.038"
"SL","2023-05-16","87.5","-1.71","6.73","Verlander, Justin",622534,434378,"field_out","hit_into_play",,,,,14,"Manuel Margot grounds out, first baseman Pete Alonso to pitcher Justin Verlander.","R","R","R","NYM","TB","X",3,"ground_ball",0,2,2023,"0.53","0.45","0.83","2.06",,,,2,5,"Top",153.27,161.77,,,682626,,,5.025186985771892,-127.33636375105641,-6.110211580185062,4.932959054099618,23.343411043763155,-26.34619435324817,"3.32","1.57",12,"95.5",-9,"87.8",2351,"6.2",718150,434378,682626,624413,643446,683146,596019,592192,607043,516782,"54.28",0.18,0.162,"0",1,0,0,2,38,3,"Slider",0,6,6,0,6,0,6,0,"Standard","Standard",171,"0.001","-0.06"
"SL","2023-05-16","88.6","-1.56","6.84","Verlander, Justin",622534,434378,,"foul",,,,,3,"Manuel Margot grounds out, first baseman Pete Alonso to pitcher Justin Verlander.","R","R","R","NYM","TB","S",,,0,1,2023,"0.35","0.67","0.35","2.85",,,,2,5,"Top",,,,,682626,,,3.9242072945919566,-129.04856009529837,-5.11411831231056,3.164308101748238,26.07189410331467,-23.81465056763931,"3.32","1.57",123,"74.7",11,"88.5",2386,"6.1",718150,434378,682626,624413,643446,683146,596019,592192,607043,516782,"54.37",,,,,,,,38,2,"Slider",0,6,6,0,6,0,6,0,"Standard","Standard",180,"0","-0.026"
"SL","2023-05-16","87.9","-1.59","6.81","Verlander, Justin",622534,434378,,"swinging_strike",,,,,12,"Manuel Margot grounds out, first baseman Pete Alonso to pitcher Justin Verlander.","R","R","R","NYM","TB","S",,,0,0,2023,"0.56","0.35","0.87","2.81",,,,2,5,"Top",,,,,682626,,,4.777183544302675,-128.02679156884508,-4.3712329105893595,5.313008983247773,23.82265213375469,-27.645597637586803,"3.32","1.57",,,,"88",2397,"6.1",718150,434378,682626,624413,643446,683146,596019,592192,607043,516782,"54.42",,,,,,,,38,1,"Slider",0,6,6,0,6,0,6,0,"Standard","Standard",176,"0","-0.019"
"CU","2023-05-16","78.6","-1.58","6.85","Verlander, Justin",666139,434378,"field_out","hit_into_play",,,,,8,"Josh Lowe grounds out softly, catcher Francisco Alvarez to first baseman Pete Alonso.","R","L","R","NYM","TB","X",2,"ground_ball",1,1,2023,"0.2","-0.88","-0.21","2.05",,,,1,5,"Top",121.95,198.31,,,682626,,,2.5912047854004356,-114.54529404306948,-1.9897304201530241,1.3113635820291358,20.223588747199056,-39.826026079285214,"3.74","1.8",0,"50.3",-82,"78.7",2557,"6.2",718150,434378,682626,624413,643446,683146,596019,592192,607043,516782,"54.31",0.12,0.108,"0",1,0,0,1,37,3,"Curveball",0,6,6,0,6,0,6,0,"Strategic","Standard",38,"0.002","-0.162"
"FF","2023-05-16","93.8","-1.6","6.88","Verlander, Justin",666139,434378,,"ball",,,,,12,"Josh Lowe grounds out softly, catcher Francisco Alvarez to first baseman Pete Alonso.","R","L","R","NYM","TB","B",,,0,1,2023,"-0.7","1.38","1.32","3.25",,,,1,5,"Top",,,,,682626,,,9.045729887046958,-136.25891569950167,-6.734020904811862,-10.58535396213731,26.167510514687415,-13.665739920780208,"3.68","1.8",,,,"93.9",2224,"6.2",718150,434378,682626,624413,643446,683146,596019,592192,607043,516782,"54.35",,,,,,,,37,2,"4-Seam Fastball",0,6,6,0,6,0,6,0,"Strategic","Standard",211,"0","0.02"
"FF","2023-05-16","93.9","-1.65","6.88","Verlander, Justin",666139,434378,,"foul",,,,,4,"Josh Lowe grounds out softly, catcher Francisco Alvarez to first baseman Pete Alonso.","R","L","R","NYM","TB","S",,,0,0,2023,"-0.97","1.51","-0.42","2.51",,,,1,5,"Top",,,,,682626,,,5.308892079478192,-136.50491195502178,-8.975077295723182,-13.287512032466422,25.299952954845754,-11.536494512279058,"3.74","1.8",234,"77.3",47,"94.1",2326,"6.1",718150,434378,682626,624413,643446,683146,596019,592192,607043,516782,"54.41",,,,,,,,37,1,"4-Seam Fastball",0,6,6,0,6,0,6,0,"Strategic","Standard",215,"0","-0.027"
"FF","2023-05-16","93.7","-1.52","6.95","Verlander, Justin",670623,434378,"home_run","hit_into_play",,,,,13,"Isaac Paredes homers (6) on a fly ball to left field.   Randy Arozarena scores.","R","R","R","NYM","TB","X",,"fly_ball",1,1,2023,"-0.75","1.54","-0.87","2.27",,,668227,1,5,"Top",19.77,100.63,,,682626,,,3.3228433315913417,-136.24999919922564,-9.733614523599636,-10.02316211839507,28.894385320183474,-11.088658293603812,"3.2","1.5",356,"95.1",37,"93.6",2359,"6.2",718150,434378,682626,624413,643446,683146,596019,592192,607043,516782,"54.33",0.086,0.133,"2",1,0,3,3,36,3,"4-Seam Fastball",0,4,4,0,6,0,6,0,"Standard","Standard",203,"-0.058","1.73"
"SL","2023-05-16","85.9","-1.76","6.78","Verlander, Justin",670623,434378,,"blocked_ball",,,,,13,"Isaac Paredes homers (6) on a fly ball to left field.   Randy Arozarena scores.","R","R","R","NYM","TB","B",,,0,1,2023,"0.46","0.33","-0.06","1.03",,,668227,1,5,"Top",,,,,682626,,,3.0859034783713555,-124.9717554325845,-8.087548562771062,4.355394226429211,22.20949334830615,-27.459649372548558,"3.11","1.5",,,,"86",2368,"6.1",718150,434378,682626,624413,643446,683146,596019,592192,607043,516782,"54.39",,,,,,,,36,2,"Slider",0,4,4,0,4,0,4,0,"Standard","Standard",169,"0","0.031"
"SL","2023-05-16","85","-1.82","6.9","Verlander, Justin",670623,434378,,"called_strike",,,,,7,"Isaac Paredes homers (6) on a fly ball to left field.   Randy Arozarena scores.","R","R","R","NYM","TB","S",,,0,0,2023,"0.36","0.14","-0.64","1.57",,,668227,1,5,"Top",,,,,682626,,,2.0323999688760988,-123.85265383876829,-6.494559581856089,3.3722609341544283,22.319083647242614,-29.765302088288493,"3.11","1.5",,,,"85.1",2340,"6.1",718150,434378,682626,624413,643446,683146,596019,592192,607043,516782,"54.43",,,,,,,,36,1,"Slider",0,4,4,0,4,0,4,0,"Standard","Standard",159,"0","-0.052"
